Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Nigeria,-0.471916667,-0.094333333,0.22775,-0.263,-0.144333333,0.00725,-0.219833333,-0.052916667,0.355333333,0.090833333,-0.054166667,0.2045,0.911333333,-0.090666667,-0.138833333,0.141,0.2305,0.103166667,0.4545,0.413333333,0.285916667,0.339666667,0.344333333,0.6955,0.435333333,0.509833333,0.9925,0.46475,-0.337083333,0.867583333,0.380666667,-0.029,0.634166667,0.3295,0.638666667,0.765,0.712916667,1.1225,0.732,0.566,0.451666667,0.756916667,0.856166667,0.872083333,1.289833333,1.151,1.087,0.76575,1.397583333,1.46175,0.895833333,0.741833333,1.107333333,1.128166667,1.159,1.50825,1.309166667,1.1215,1.394166667
Niue,0.183583333,-0.348083333,-0.441416667,0.121083333,-0.50475,-0.39225,-0.265583333,-0.185428571,0,0,0,-0.077,0.68525,0.063583333,0.164090909,0.11525,0.321916667,0.198583333,0.206916667,0.151916667,0.06525,0.101916667,0.513583333,0.531083333,0.34025,0.201083333,0.290444444,0.67275,0.21525,0.588636364,0.661083333,0.338583333,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,-0.225416667,0.32625,0.07625,0.15125,-0.475416667,-0.300416667,0.21375,-0.082916667,-0.295416667,0.459583333,0.267083333,-0.102916667,0.867916667,0.5234,0,-0.247272727,-0.319583333,-0.09625,0.062916667,-0.160416667,0.305416667,-0.140416667,0.212083333,0.237916667,0.15125,0.18375,0.015416667,0.847916667,0.40125,0.599583333,-0.012083333,-0.154583333,-0.154583333,-0.122916667,0.514583333,0.76125,-0.052083333,1.311545455,0,-0.0463,0.297916667,0.084583333,0.087916667,0.232916667,0.37375,-0.00375,0.404583333,0.117916667,-0.205,0.9396,0.627083333,0.22625,0.230416667,0.232916667,0.60125,1.152083333,0.914583333,0.80625,0.80625
North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239666667,0.30025,1.375583333,0.11075,-0.138333333,-0.112166667,0.5495,1.002333333,1.173666667,1.0585,0.878916667,0.679916667,0.545583333,0.146,0.411833333,1.4355,1.406166667,1.10325,1.249583333,0.718416667,1.35625,1.534916667,1.485333333,1.496166667,1.526083333,1.364416667,1.982666667,2.108583333
Norway,1.118,-0.791166667,-0.019166667,0.428083333,-0.687,-1.259583333,0.361916667,-0.691583333,-0.37,-0.440333333,0.050166667,1.08075,0.400666667,1.266416667,1.043416667,-0.364166667,-0.246833333,-0.685416667,-0.617916667,-0.399833333,-0.819916667,0.487833333,0.504666667,0.834666667,-1.18325,-0.296333333,-0.65325,0.475083333,1.72075,1.835166667,0.9625,1.133833333,0.348833333,0.427,0.483,0.02625,1.011833333,0.37775,1.051833333,1.6715,0.475,1.2505,1.420916667,1.43675,1.614166667,1.893083333,1.529,1.522583333,1.14475,-0.587333333,2.046833333,0.554166667,1.333833333,2.245833333,1.9875,1.74675,1.290166667,1.570083333,1.287083333
Oman,-0.165727273,0.6637,0.370416667,-0.68475,-0.127,0.247,0.03375,-0.468333333,0.407666667,0.9395,-0.027916667,-0.106333333,-0.17525,-0.121416667,-0.188083333,0.208166667,0.655,0.06675,0.1075,-0.078583333,0.21475,-0.768666667,-0.49,-0.603083333,-0.066416667,-0.077833333,0.09425,0.311,-0.417,0.1225,-0.349333333,-0.618666667,0.17875,0.131166667,-0.065166667,-0.177166667,-0.178,0.921666667,0.476333333,0.556666667,0.725083333,0.675333333,0.651666667,0.71375,0.758083333,0.626833333,0.68625,0.349166667,0.815166667,1.021333333,0.843583333,0.873166667,0.39375,0.511583333,1.20275,0.985666667,1.253333333,1.195083333,0.798333333
Pacific Islands Trust Territory,-0.003583333,0.039916667,0.124333333,-0.112166667,-0.190416667,0.08575,-0.062,-0.030333333,-0.040083333,0.112333333,-0.246666667,-0.15025,0.031833333,-0.138833333,-0.31975,-0.28125,0.072333333,0.063,0.156583333,0.227916667,0.15525,0.08375,0.195083333,0.145333333,-0.034833333,0.178666667,0.21075,0.245833333,0.15225,0.350625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,-0.241666667,-0.28875,0.537166667,-0.545,-0.198583333,-0.134583333,-0.295166667,-0.370916667,0.38075,0.529166667,0.296166667,-0.631833333,0.037,-0.220833333,-0.47175,-0.360083333,0.489,-0.033583333,-0.125333333,0.3765,0.257333333,-0.574,-0.4995,-0.271333333,0.197583333,-0.504666667,0.228,0.703833333,-0.457,0.276833333,-0.254666667,-0.413583333,0.30675,-0.014583333,-0.186583333,-0.23225,-0.478416667,0.535333333,0.6835,0.61975,0.792333333,0.79725,0.373333333,0.960583333,0.007666667,0.86175,0.568583333,0.372,0.9175,1.061333333,0.771833333,0.161583333,0.679416667,0.295916667,0.512,1.357583333,0.924166667,1.297416667,0.40475
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.186833333,0.230083333,0.3465,0.406333333,0.437916667,0.456833333,0.705,0.441666667,0.416083333,0,0,0.456363636,0.7825,0.484416667,0.610583333,0.690083333,0.4828,0.553083333,0.62,0.53225,0.757666667,0.641833333,0.67125,0.920833333,0.986916667,0.829583333,0.9986,-0.121666667
Palestine,-0.39025,0.87325,0.714666667,-0.620583333,0.006416667,0.65325,-0.94825,-0.051666667,0.293,0.014833333,-0.332916667,-0.49375,-0.247833333,-0.328583333,-0.3495,-0.397166667,-0.1015,0.077833333,0.530083333,-0.075416667,-0.10825,-0.751,-0.883,-0.3115,0.1985,-0.082,-0.12675,-0.031916667,-0.150666667,0.089583333,0.053,-1.031,-0.010166667,0.511333333,-0.025166667,0.486666667,-0.22925,0.923583333,0.827666667,0.121666667,0.799916667,0.673916667,0.47275,0.401833333,0.383666667,0.290916667,0.571166667,0.775,0.827,2.293833333,0.379916667,1.05875,0.90925,0.969583333,1.058583333,1.50325,0.9065,1.806333333,1.031416667
Panama,0,0,0,-0.3145,-0.092333333,0.14,-0.211166667,-0.216583333,0.186583333,0.135666667,-0.325,0.180916667,0.048666667,-0.356083333,-0.328583333,0.019666667,0.279333333,0.061583333,0.172416667,0.416416667,0.266416667,0.48575,0.8135,-0.163583333,-0.266333333,0.009083333,0.594583333,0.060583333,0.008833333,0.365416667,0.456583333,0.303,0.480333333,0.265583333,0.264166667,0.052,0.59625,0.786416667,-0.090333333,0.10875,0.540916667,0.742166667,0.848833333,0.668666667,0.6875,0.689666667,0.574333333,0.352833333,0.93675,0.830333333,0.581916667,0.659916667,0.826666667,0.845166667,1.178916667,0.978416667,0.876416667,1.195909091,1.476
Papua New Guinea,-0.218166667,0.149333333,-0.06625,0.0195,-0.4895,-0.129583333,-0.23925,-0.065333333,0.126083333,0.150416667,-0.016916667,-0.353083333,0.1905,0.024416667,0.0595,-0.2585,-0.0685,0.183833333,0.145666667,0.197916667,0.291,-0.07,0.317333333,0.264333333,0.215916667,0.332916667,0.417166667,0.551166667,0.347416667,0.338083333,0.172833333,0.515666667,0.294583333,0.263083333,0.786916667,0.564666667,0.133166667,1.241666667,0.338083333,0.368583333,0.509916667,0.840083333,0.750166667,0.269666667,0.6545,0.31975,0.412083333,0.333833333,0.325583333,1.002166667,0.40675,0.364166667,0.763,0.521,0.328666667,1.435,1.252166667,0.7865,0.666916667
Paraguay,0.559916667,-0.577166667,0.853083333,-0.42375,-0.016,0.003833333,0.5555,-0.016083333,0.416916667,0.416166667,-0.407416667,0.379,0.070666667,-0.236333333,-0.03275,-0.391166667,0.777416667,0.736833333,0.05225,0.199083333,0.371083333,0.4125,-0.191166667,0.3385,0.678583333,0.716666667,0.131666667,0.127,-0.147416667,0.074666667,0.744,-0.37525,0.298833333,0.992666667,0.462083333,0.119833333,0.98825,0.088083333,0.161416667,0.073083333,0.6415,1.223583333,0.636416667,0.436666667,0.65275,1.068333333,0.261833333,0.416833333,0.96775,0.446833333,0.625,1.075666667,0.481666667,1.204333333,1.689,0.322083333,1.370916667,0.642083333,1.456416667
Peru,-0.07675,-0.1125,0.0585,-0.274833333,0.254916667,0.0515,-0.272416667,-0.25925,0.49675,-0.099166667,-0.482166667,0.459583333,0.040666667,-0.226666667,-0.282666667,-0.019666667,0.203166667,0.08425,0.309,0.406916667,0.054083333,0.29425,1.32625,0.2065,0.106583333,0.16675,0.90375,0.378666667,0.15375,0.2745,0.544333333,0.858416667,0.546083333,0.5435,0.718083333,0.099333333,1.00375,1.242333333,0.375833333,0.437333333,0.55675,0.852166667,0.819416667,0.801666667,0.850583333,0.89725,0.572083333,0.74275,1.021916667,1.169,0.920166667,1.007083333,0.80875,0.98925,1.42225,1.425416667,1.04125,0.787166667,1.101666667
Philippines,-0.081,-0.14625,-0.2955,-0.069083333,-0.239166667,0.2005,-0.229916667,-0.053916667,0.178416667,0.243916667,-0.359416667,0.073666667,0.280916667,-0.038916667,0.046916667,-0.110083333,0.278166667,0.203916667,0.30775,0.151083333,0.194416667,0.194083333,0.550166667,0.244166667,0.412416667,0.301166667,0.55875,0.709666667,0.308583333,0.450416667,0.332,0.412583333,0.371166667,0.424916667,0.398083333,0.351,0.51725,1.242583333,0.403666667,0.558083333,0.618416667,0.63875,0.555416667,0.59775,0.625333333,0.759833333,0.721,0.429166667,0.59475,0.943166667,0.484583333,0.80975,0.849333333,0.716,1.033,1.466583333,1.071916667,1.144083333,1.218916667
Pitcairn Islands,0.614416667,0.067,0.226916667,0.373666667,0.02275,-0.281333333,0.379416667,-0.264666667,-0.188916667,0.226166667,0.147833333,-0.306090909,-0.188916667,-0.108,-0.016416667,-0.356416667,-0.626416667,-0.170583333,-0.529666667,-0.09725,0.07275,-0.147166667,-0.531416667,0.215333333,0.656090909,0.169416667,-0.299,0.137,0.286181818,0.235333333,-0.311333333,-0.302166667,-0.5138,-0.203,-0.081333333,-0.166416667,-0.243,-0.36725,0,0.51775,0.225333333,0.571916667,-0.025222222,-0.645875,-0.118818182,0.512,0.1307,-0.023272727,-0.090375,0.065666667,0.587666667,0,0,0,0,0,0,0,0
Poland,0.893583333,-0.640333333,-0.904666667,-0.34075,-1.023916667,0.55075,0.996916667,0.318083333,-0.824416667,-0.647083333,0.37,0.271916667,0.26,0.840666667,1.263083333,-0.434083333,0.507583333,-0.4765,-0.34025,-0.974333333,0.193416667,0.757083333,1.23975,0.22875,-0.82675,-0.1615,-1.011833333,0.649666667,1.74175,1.605916667,0.3625,1.193416667,0.254583333,1.319083333,0.669916667,-0.810083333,0.40375,0.766666667,1.41925,1.998166667,0.824,1.601666667,0.853416667,0.798583333,0.744583333,1.1915,1.862583333,1.822833333,1.088333333,0.059583333,1.411916667,0.977666667,1.03825,2.237,2.283583333,1.76675,1.577666667,2.390916667,2.800666667
Portugal,1.068666667,0.3295,-0.036416667,0.422583333,-0.0205,0.1955,-0.11725,0.13325,-0.482083333,-0.082416667,-0.658833333,-0.947583333,-0.189916667,-0.317333333,-0.284333333,-0.164583333,-0.1605,0.116833333,0.059666667,0.108666667,0.792666667,0.36875,0.384916667,-0.11175,0.498583333,0.037583333,0.928833333,0.426916667,1.414083333,1.095333333,0.568166667,0.46075,-0.202833333,0.746666667,1.739166667,0.670916667,1.63975,1.04825,0.725416667,0.763,0.895166667,0.950833333,1.2905,0.95,1.003083333,1.522166667,0.74475,0.600833333,1.49,1.101416667,1.615166667,0.835166667,0.878833333,1.379916667,1.770416667,1.635166667,2.0985,1.026083333,1.51225
Puerto Rico,0.011333333,-0.00525,0.188583333,0.02975,-0.263166667,-0.016833333,-0.239583333,-0.22525,0.358333333,-0.00275,-0.3505,-0.069,0.04875,-0.39775,-0.358583333,-0.42175,0.086833333,0.1575,-0.02925,0.491833333,0.4295,-0.035833333,0.495666667,-0.057416667,-0.144083333,0.017916667,0.601416667,0.299083333,-0.013416667,0.337833333,0.205,0.158333333,0.328916667,0.5145,0.556166667,0.186583333,0.676833333,1.030166667,0.39375,0.186416667,0.577666667,0.7475,0.798416667,0.3195,0.626583333,0.713166667,0.77825,0.267833333,0.6115,0.868583333,0.498583333,0.689583333,0.619583333,0.722666667,1.05525,1.035333333,0.846916667,0.667833333,1.029416667
Qatar,-0.47775,0.495583333,0.211416667,-0.50675,0.492833333,0.395333333,-0.626583333,-0.391916667,0.455333333,0.019416667,-0.276583333,-0.523833333,0.198833333,-0.068666667,-0.25825,-0.432416667,0.387833333,0.173166667,0.706916667,0.487833333,0.673666667,-0.397416667,-0.53525,0.052416667,0.449916667,0.43425,0.644083333,0.622666667,-0.053083333,0.609666667,-0.145416667,-0.595,0.137916667,0.556,0.138666667,0.663916667,0.05025,1.436916667,1.578166667,0.989916667,1.284333333,1.271083333,1.230416667,1.11625,1.102916667,1.264833333,1.264416667,1.043583333,1.31125,1.99925,1.265666667,1.623333333,1.17775,1.739833333,2.010666667,1.700916667,1.883416667,2.215166667,1.92275
Republic of Korea,0.751833333,0.021,-0.496916667,0.55575,-0.312416667,0.029583333,0.00975,-0.129833333,-0.691083333,-0.420416667,-0.195833333,-0.020416667,0.294416667,-0.652,0.549666667,-0.422416667,0.293416667,0.72925,0.57725,-0.80475,-0.5785,0.43125,0.339916667,-0.235416667,0.061,-0.42875,0.274,0.171916667,0.86325,1.149166667,0.354833333,0.550916667,-0.1055,1.351,0.214666667,0.09525,0.687916667,1.480583333,0.848666667,0.377083333,0.749416667,0.705583333,0.538,1.250833333,0.411,0.808833333,1.244166667,0.877,0.823333333,0.474333333,0.239,0.149666667,0.6855,0.699666667,1.128666667,1.413916667,0.978583333,0.865,1.6845
Republic of Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43525,-0.397666667,1.370333333,0.3175,-0.58625,-0.422416667,0.44275,1.372083333,1.489416667,0.969833333,1.269583333,0.288,0.768833333,0.771666667,0.3575,2.060333333,1.6205,1.490833333,1.1835,0.721583333,1.523416667,1.494333333,1.318916667,2.146666667,1.7345,1.667083333,1.67575,2.7225
Réunion,0.532083333,-0.195416667,-0.38125,-0.293833333,-0.49625,0.101166667,0.277,-0.358083333,0.341916667,0.161166667,-0.414916667,0.101916667,0.100333333,-0.54325,-0.073916667,0.313875,0.763416667,0.328416667,0.397666667,0.113416667,0.39975,0.066,0.26175,-0.19575,0.177636364,0.180916667,0.697583333,0.487583333,0.2775,0.2891,0.365833333,0.399166667,0.307416667,0.51325,0.2575,0.178916667,0.31575,0.9525,0.39725,0.56325,0.86875,0.624666667,0.724083333,0.708416667,0.604416667,0.481416667,0.595666667,0.50425,1.042666667,0.898,0.969666667,0.780083333,0.6195,1.08725,1.179833333,0.938416667,1.46025,1.21125,1.740416667
Romania,0.581083333,-0.00625,-0.28625,-0.449333333,-0.633916667,0.91175,0.213333333,0.370333333,-0.541583333,0.079833333,0.0285,0.259166667,-0.349083333,0.115833333,0.660916667,-0.798,0.287416667,-0.605583333,0.359,-0.887916667,0.088,0.152583333,0.503416667,-0.182833333,-0.912583333,0.09075,-0.577416667,0.081,0.80025,1.09975,-0.266166667,0.482916667,-0.116833333,1.570916667,0.281416667,-0.363583333,-0.315583333,0.37075,1.044916667,1.461666667,0.895416667,1.351583333,0.413916667,0.654916667,0.220666667,0.591916667,1.850416667,1.536,1.474583333,0.991333333,0.692666667,1.477333333,1.475416667,1.617416667,1.882,1.4975,1.456166667,2.04975,2.49575
Russian Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531083333,0.7715,0.553166667,2.289666667,0.699083333,1.138166667,0.178083333,0.602166667,0.941583333,0.94175,1.3215,1.592,1.001416667,1.912333333,0.735666667,2.469333333,2.142583333,0.862083333,0.974083333,2.020166667,1.5585,1.703833333,1.531,2.33725,2.16825,2.373833333,1.803666667,2.372416667
Rwanda,-0.038833333,-0.25825,0.004583333,-0.208583333,-0.228083333,0.02825,-0.201333333,-0.067083333,0.23425,0.200083333,-0.181916667,0.3075,0.487416667,-0.012,-0.184,-0.06525,0,0.311666667,0.80325,0.984,0.92925,0.299666667,0.4813,-0.580166667,-0.247,0.296363636,0.335333333,0.071454545,-0.123636364,0.3619,-0.13225,-0.057888889,0.582333333,0.4106,0.561666667,0.616333333,1.03075,0.5235,-0.48,0.6482,-0.074666667,0.385,0.461,0.54025,2.050333333,1.240375,0.673272727,0.539125,0.649571429,1.21125,0.7889,0.78825,0.8856,0,0,0,0,0,0
"Saint Helena, Ascension and Tristan da Cunha",0.134333333,-0.044833333,0.084833333,-0.040916667,-0.1505,0.122666667,-0.281416667,0.225833333,0.001,-0.235083333,-0.179833333,0.393583333,-0.035333333,0.214416667,0.385833333,0.269666667,-0.0885,0.0875,0.046666667,0.280083333,0.032583333,0.017166667,0.56325,0.76725,0.406416667,0.79075,0.366666667,0.512333333,0.218666667,0.870083333,0.454,0.462833333,0.81725,0.937083333,0.790333333,0.4745,1.020583333,1.292666667,1.391666667,1.50025,1.131083333,1.154083333,1.607333333,1.417166667,1.4935,1.52475,1.078833333,1.136333333,1.690833333,1.249583333,1.39375,1.324833333,1.34025,1.40675,2.244916667,1.580666667,1.431833333,1.599583333,1.7665
Saint Kitts and Nevis,0.089583333,0.07225,0.334166667,0.063333333,-0.2595,0.038666667,-0.278583333,-0.205583333,0.256,-8.33E-05,-0.375666667,-0.209,0.026,-0.436833333,-0.50525,-0.469083333,0.07175,0.064583333,0.002583333,0.567416667,0.500583333,-0.0185,0.433083333,-0.202666667,-0.175583333,-0.127666667,0.607583333,0.15625,-0.1155,0.176833333,0.23575,0.255,0.338166667,0.296666667,0.572916667,0.193333333,0.556833333,0.929333333,0.426416667,0.180583333,0,0.500571429,0.471428571,0.35425,0.69075,0.519916667,0.671583333,0.128833333,0.439166667,0.953833333,0.45775,0.589083333,0.693,0.611333333,0.988666667,0.960583333,0.823916667,0.56075,0.911666667
Saint Lucia,0.12025,0.075083333,0.225666667,-0.219,-0.19325,-0.111,-0.411666667,-0.304666667,0.33875,0.00975,-0.380416667,-0.103083333,-0.071,-0.4765,-0.534333333,-0.344083333,0.04,0.155166667,0.183083333,0.238916667,0.343083333,-0.065833333,0.374083333,-0.137,-0.288,-0.127333333,0.537916667,0.2775,-0.124416667,0.251583333,0.232416667,0.19,0.322,0.333583333,0.542416667,0.22675,0.47075,0.953083333,0.30375,0.177416667,0.542083333,0.54425,0.765833333,0.504666667,0.968666667,0.820833333,0.714,0.4595,0.671416667,1.278333333,0.774166667,0.821666667,0.863083333,0.796833333,1.063,1.142166667,0.939333333,0.677583333,0.99725
Saint Pierre and Miquelon,0.075583333,-0.202333333,-0.225666667,-0.443916667,-0.523416667,0.3465,0.122,0.09275,0.804166667,0.478416667,0.174833333,-1.4985,-0.223166667,-1.131166667,-0.900916667,-0.136333333,0.02775,-0.416833333,0.54575,-0.34,1.192916667,-0.695416667,0.710583333,0.139666667,-1.138166667,-0.719416667,0.0615,0.157416667,-0.529583333,-0.404083333,-1.012,-1.234916667,-0.881166667,-0.547666667,-0.230083333,0.504583333,-0.548,0.794833333,1.89375,1.002416667,0.81125,-0.275333333,0.3025,0.4835,0.962666667,1.698916667,0.05575,0.683166667,0.617333333,1.613083333,0.809583333,2.034416667,0.987833333,0.724583333,0.076583333,0.839166667,0.6625,0.735166667,0.404083333
Saint Vincent and the Grenadines,0.173666667,0.024916667,0.246416667,-0.285333333,-0.196916667,-0.130833333,-0.435333333,-0.310833333,0.368416667,0.013083333,-0.46725,-0.187,-0.08925,-0.52525,-0.51425,-0.187833333,0.02075,0.17375,0.330083333,0.218583333,0.343833333,-0.04275,0.339583333,-0.088916667,-0.472416667,-0.152666667,0.53325,0.3465,-0.173833333,0.226833333,0.27,0.2775,0.363333333,0.34875,0.630666667,0.295416667,0.49675,1.04925,0.393416667,0.293083333,0.644083333,0.608666667,0.958166667,0.54375,1.119833333,0.946,0.785333333,0.69725,0.734083333,1.4275,0.949833333,0.918916667,0.9955,0.958583333,1.11825,1.104583333,1.062583333,0.70825,1.048333333
Samoa,-0.0165,-0.101833333,0.06725,-0.051333333,-0.289,0.024,-0.366083333,-0.197916667,0.13725,0.128583333,-0.296166667,0.053416667,0.248333333,-0.255833333,-0.103,-0.15925,0.200583333,0.035166667,0.190083333,0.30525,0.048666667,0.293416667,0.400083333,0.23375,0.275416667,0.38175,0.302,0.452166667,0.059416667,0.529583333,0.734166667,0.693833333,0.309428571,0.3024,0.865083333,0.871666667,0.432333333,0.977,0.326333333,0.727666667,0.972166667,1.313,0.700666667,0.368166667,0.7875,0.46525,1.1875,0.66025,1.2996,1.076636364,0.730916667,0.8915,1.175166667,1.014583333,0.874583333,1.440416667,1.27375,1.08625,1.374583333
San Marino,0.813083333,-0.269833333,-0.293166667,0.053583333,-0.348583333,0.257583333,0.355916667,-0.085083333,-0.230333333,0.026166667,-0.089333333,-0.059083333,-0.103666667,0.041666667,0.235333333,-0.43475,0.280416667,-0.5075,0.093416667,-0.729833333,-0.127666667,0.475666667,0.302833333,-0.466666667,0.28225,0.17575,0.236083333,0.722,0.375583333,0.83975,-0.102083333,0.732833333,0.577916667,1.481083333,0.278833333,0.160666667,1.01225,0.876666667,0.942583333,1.481083333,1.261333333,1.398583333,1.537666667,0.911083333,0.2575,1.127666667,1.599,1.2915,1.374,0.611,1.467583333,1.516833333,1.153666667,1.663916667,1.8515,1.68575,1.632083333,1.90125,1.819083333
Sao Tome and Principe,-0.117083333,-0.0575,0.248333333,-0.181166667,-0.08575,0.230666667,-0.104166667,-0.032166667,0.129833333,0.172166667,-0.142166667,0.057083333,0.393,-0.122,-0.132916667,-0.329583333,0.216166667,0.089833333,0.347416667,0.194083333,0.045583333,-0.09375,-0.019916667,0.33825,-0.012666667,-0.200454545,0.396666667,0.323454545,-0.127666667,0.087,0.241,0.032545455,0.374333333,0.298777778,0.835857143,0.156166667,0.4326,1.116727273,0.8405,0.44975,0.494916667,0.70825,0.969,0.748916667,0.61525,0.77625,0.92375,0.75425,0.900833333,1.047,0.7685,0.790583333,0.837,0.866,0.962416667,1.471416667,1.168454545,0.9155,1.2935
Saudi Arabia,-0.29275,0.732666667,0.2855,-0.4375,0.161666667,0.679166667,-0.824166667,-0.2455,0.54525,0.174416667,-0.488833333,-0.609583333,0.028583333,-0.189583333,-0.27725,-0.1645,0.073083333,-0.126416667,0.701166667,0.161916667,0.247916667,-0.732,-0.64175,-0.369083333,0.04425,0.094,0.705,0.411,-0.224,0.308,0.136083333,-1.051166667,0.078083333,0.388,0.273083333,0.76725,-0.088583333,1.22325,1.366333333,0.767583333,1.077916667,0.921416667,1.074833333,0.78925,0.847083333,0.86575,0.974,0.837,1.205416667,2.127416667,0.766,1.383333333,1.145583333,1.44025,1.749416667,1.701583333,1.842916667,1.9065,1.653833333
Senegal,-0.173916667,-0.044916667,0.042166667,-0.11575,-0.53025,0.065333333,-0.581916667,-0.258,0.702333333,0.567916667,-0.078083333,0.335833333,0.584166667,-0.379916667,-0.201333333,-0.163916667,0.724916667,0.420416667,0.893833333,0.848833333,0.878583333,0.243916667,1.394416667,0.592666667,0.503666667,0.446666667,1.09875,0.743583333,0.6915,1.166166667,0.885166667,0.844583333,1.037583333,0.6075,0.937083333,1.265166667,1.233166667,1.483083333,0.530416667,0.853666667,1.326166667,1.36675,1.011833333,1.188083333,1.40875,1.141,1.23175,1.265833333,0.731333333,1.505333333,1.044333333,0.862416667,1.208333333,1.136083333,1.248333333,1.71175,1.678083333,1.161166667,1.5145
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61475,1.6855,1.607666667,1.373416667,1.0435,0.892416667,1.471916667,1.547666667,1.741583333,1.79075,1.488166667,1.529,2.1955,2.325333333
Serbia and Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669833333,0.28775,1.569083333,0.246833333,-0.20775,-0.014833333,0.571416667,0.907583333,1.5825,0.928166667,1.3735,0.779416667,0.632916667,-0.111083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0.340083333,0.05925,-0.108583333,-0.2725,-0.5355,0.053083333,-0.0125,-0.17525,0.187166667,0.246083333,-0.459166667,-0.111833333,0.221083333,-0.384333333,-0.17475,-0.040583333,0.3035,0.399333333,0.321333333,0.292916667,0.25275,0.519833333,0.542,-0.268083333,-0.023166667,0.307583333,0.596333333,0.444833333,0.062333333,0.471833333,0.552166667,0.213666667,0.276333333,0.495833333,0.46775,0.156583333,0.694166667,0.902083333,0.389583333,0.438166667,0.773166667,0.546583333,0.666166667,0.337583333,0.508583333,0.641,0.851083333,0.492583333,0.838916667,0.9515,0.970416667,0.862166667,0.737083333,0.932083333,1.334416667,1.164833333,1.258416667,1.017416667,1.50525
Sierra Leone,-0.083416667,-0.094833333,0.185083333,-0.173916667,-0.330166667,0.016583333,-0.155416667,-0.012583333,0.284083333,0.270416667,-0.15825,0.170333333,0.486666667,0.011916667,-0.050666667,-0.263833333,0.244666667,0.19725,0.477833333,0.332,0.26525,0.193583333,0.52025,0.316333333,0.213916667,-0.159916667,0.795583333,0.482333333,0.234583333,0.520333333,0.494166667,0.248583333,0.421,0.344,0.461166667,0.521166667,0.649833333,0.709416667,0.8005,1.2655,0.8832,1.107636364,0.934416667,1.239,1.265166667,1.166583333,0.936666667,1.372416667,1.032666667,1.527416667,1.0495,0.72525,1.034166667,1.066916667,1.062333333,1.396166667,1.754333333,1.329909091,1.70825
Singapore,0.025083333,-0.1655,-0.041166667,-0.169416667,-0.099083333,0.068083333,-0.254666667,0.158416667,0.354,0.136583333,-0.190916667,0.226166667,0.16125,-0.089833333,-0.0985,0,0.280555556,0.32925,0.419333333,0.49275,0.370666667,0.266416667,0.611666667,-0.152666667,0.196416667,0.3475,0.468583333,0.378083333,0.128583333,0.6585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293166667,1.613083333,0.499416667,-0.544,0.158,0.671083333,1.026166667,1.845666667,0.719,1.589333333,0.894833333,0.588583333,0.3195,0.92,1.91625,1.752833333,1.382083333,0.4485,1.268916667,1.322,1.234,2.389833333,2.208416667,1.643083333,1.444416667,2.526333333,2.625833333
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315,0.682166667,1.909166667,0.673166667,-0.22725,0.769166667,1.064583333,1.060583333,2.044083333,1.247583333,1.838166667,1.467583333,0.747083333,0.384916667,1.178,1.930166667,1.753583333,1.61425,0.61275,1.682083333,1.78225,1.450666667,2.441666667,2.18475,1.846666667,1.7815,2.41725,2.511833333
